loteNo;departamento_anonym;empresa_anonym;granja_anonym;proveedorCorregido_anonym;fabricaAlimento;genética;duracionCeba;edadFinal;edadInicial;pesoInicial;pesoFinal;fechaSalida;anioSalida;semesreSalida;anioSemestreSalida;asesor;numFinalAnimales;numInicialAnimales;mortalidad;conversionAlimenticia
607a1805764f08b435e809a7;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;90.19;160.6;70.41;29.8609;108.525;1/01/2020;2020;1;2020-S1;rt_10;859;870;1.26;2.4472
607a1805764f08b435e809a6;dp_5;em_21;gr_22;pn_6;pp_5;lg_0;86.43;154;67.57;32.5719;119.3841;1/12/2019;2019;2;2019-S2;rt_10;302;306;1.31;2.3276
607a1805764f08b435e809a8;dp_5;em_21;gr_22;pn_6;pp_5;lg_0;82.5;143.5;61;30.6735;112.5521;1/01/2020;2020;1;2020-S1;rt_10;96;98;2.04;2.308
607a1805764f08b435e809b8;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;99.03;165.64;66.61;28.0358;123.1215;1/08/2020;2020;2;2020-S2;rt_10;634;642;1.25;2.1935
607a1805764f08b435e809c4;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;90.46;159.12;68.66;29.0518;117.4405;1/02/2021;2021;1;2021-S1;rt_10;479;483;0.83;2.2254
607a1805764f08b435e809ab;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;87.85;157.16;69.31;27.8198;105.0759;1/02/2020;2020;1;2020-S1;rt_10;659;666;1.05;2.3912
607a1805764f08b435e809bb;dp_5;em_21;gr_22;pn_6;pp_5;lg_0;88.99;157.99;69;27.5158;115.2299;1/10/2020;2020;2;2020-S2;rt_10;187;190;1.58;2.2623
607a1805764f08b435e8099d;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;97.34;168.38;71.04;28.6351;116.1273;1/09/2019;2019;2;2019-S2;rt_10;1147;1162;1.29;2.2959
607a1805764f08b435e809b4;dp_5;em_21;gr_22;pn_6;pp_5;lg_0;84;153.3333;69.3333;28.5263;108.1298;1/07/2020;2020;2;2020-S2;rt_10;131;133;1.5;2.2833
607a1805764f08b435e8099f;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;92.85;163.27;70.42;29.6359;115.551;1/10/2019;2019;2;2019-S2;rt_10;1089;1093;0.37;2.3889
607a1805764f08b435e809ad;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;98.23;167.61;69.38;28.2474;111.1896;1/03/2020;2020;1;2020-S1;rt_10;1134;1140;0.53;2.3611
607a1805764f08b435e809b0;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;101.01;168.41;67.4;26.9234;122.5818;1/04/2020;2020;1;2020-S1;rt_10;495;509;2.75;2.2928
607a1805764f08b435e809bd;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;93.85;160.29;66.44;27.4218;119.9745;1/09/2020;2020;2;2020-S2;rt_10;686;697;1.58;2.1711
607a1805764f08b435e809be;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;98.32;166.58;68.26;30.1527;119.3287;1/10/2020;2020;2;2020-S2;rt_10;1290;1323;2.49;2.2755
607a1805764f08b435e809c1;dp_5;em_21;gr_22;pn_6;pp_5;lg_0;87.87;157.47;69.6;29.9524;117.2692;1/11/2020;2020;2;2020-S2;rt_10;182;189;3.7;2.1834
607a1805764f08b435e809c7;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;98.7;166.94;68.24;27.1811;118.0875;1/03/2021;2021;1;2021-S1;rt_10;777;784;0.89;2.2702
607a1805764f08b435e809a5;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;92.04;161.87;69.83;28.7584;114.8381;1/12/2019;2019;2;2019-S2;rt_10;1563;1581;1.14;2.317
607a1805764f08b435e8099a;dp_5;em_21;gr_22;pn_6;pp_5;lg_0;82.95;156.2;73.25;32.2947;109.2808;1/07/2019;2019;2;2019-S2;rt_10;203;207;1.93;2.3769
607a1805764f08b435e809af;dp_5;em_21;gr_22;pn_6;pp_5;lg_0;101;171.6667;70.6667;29.7946;114.0727;1/04/2020;2020;1;2020-S1;rt_10;110;112;1.79;2.2191
607a1805764f08b435e809a0;dp_5;em_21;gr_22;pn_6;pp_5;lg_0;86.8;154.2;67.4;29.0966;112.9128;1/10/2019;2019;2;2019-S2;rt_10;172;176;2.27;2.3245
607a1805764f08b435e809b5;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;111.25;178.34;67.09;26.5426;126.8553;1/06/2020;2020;1;2020-S1;rt_10;1292;1325;2.49;2.4869
607a1805764f08b435e809b1;dp_5;em_21;gr_22;pn_6;pp_5;lg_0;91.75;164.5;72.75;30.6095;116.9641;1/05/2020;2020;1;2020-S1;rt_10;167;169;1.18;2.1699
607a1805764f08b435e809ba;dp_5;em_21;gr_22;pn_6;pp_5;lg_0;87.66;154.66;67;28.2091;114.9503;1/09/2020;2020;2;2020-S2;rt_10;102;105;2.86;2.2412
607a1805764f08b435e809c0;dp_5;em_20;gr_21;pn_6;pp_5;lg_0;92.34;162.75;70.41;31.2436;120.1866;1/12/2020;2020;2;2020-S2;rt_10;1468;1474;0.41;2.2144
607adf28764f08b43505d6a4;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;98.5;166.8;68.3;25.06;118.52;16/03/2020;2020;1;2020-S1;rt_4;218;224;2.68;2.138
607adf28764f08b43505d6a6;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;89.4;158.7;69.3;26.78;108.93;2/05/2020;2020;1;2020-S1;rt_4;203;210;3.33;2.106
607adf28764f08b43505d6a7;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;94.2;162.2;68;25.28;114.87;3/06/2020;2020;1;2020-S1;rt_4;202;213;5.16;2.265
607adf28764f08b43505d6a8;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;96.2;165.2;69;25.07;113.59;3/07/2020;2020;2;2020-S2;rt_4;197;201;1.99;2.073
607adf28764f08b43505d6a5;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;95.1;166.1;71;22.81;113.98;11/04/2020;2020;1;2020-S1;rt_4;237;243;2.47;2.087
607adf28764f08b43505d6af;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;98.8;170;71.2;28.04;115.66;21/01/2021;2021;1;2021-S1;rt_4;410;432;5.09;2.199
607adf28764f08b43505d6a9;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;95.4;164.4;69;27.18;117.68;31/07/2020;2020;2;2020-S2;rt_4;353;358;1.4;2.124
607adf28764f08b43505d6ae;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;95.6;167.1;71.5;27.98;118.19;21/12/2020;2020;2;2020-S2;rt_4;409;413;0.97;2.03
607adf28764f08b43505d6ac;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;99.6;169.3;69.7;27.11;114.57;28/10/2020;2020;2;2020-S2;rt_4;411;426;3.52;2.222
607adf28764f08b43505d6aa;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;92.5;166.5;74;30.39;110.85;30/08/2020;2020;2;2020-S2;rt_4;334;346;3.47;2.146
607adf28764f08b43505d6ad;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;103.8;168.9;65.1;24.24;119.4;25/11/2020;2020;2;2020-S2;rt_4;415;431;3.71;2.127
607adf28764f08b43505d6ab;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;94.3;168.3;74;31.43;110.63;29/09/2020;2020;2;2020-S2;rt_4;411;424;3.07;2.118
607adf3c764f08b43505dcb3;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;97.8;167.9;70.1;25.28;116.36;16/03/2021;2021;1;2021-S1;rt_4;434;452;3.98;2.124
607adf3c764f08b43505dcb2;dp_1;em_22;gr_23;pn_2;pp_1;lg_0;97.6;167.7;70.1;27.21;117.56;16/02/2021;2021;1;2021-S1;rt_4;412;425;3.06;2.189
6080259ce3bb15a823d1a6b4;dp_2;em_23;gr_24;pn_4;pp_6;lg_2;90.08;157.5;67.42;25.7718;105.0227;1/05/2019;2019;1;2019-S1;rt_11;352;355;0.85;2.2057
6080259ce3bb15a823d1a6b5;dp_2;em_23;gr_24;pn_4;pp_6;lg_2;88.56;155.49;66.93;27.427;106.5548;1/06/2019;2019;1;2019-S1;rt_11;438;445;1.57;2.212
6080259ce3bb15a823d1a6b6;dp_2;em_23;gr_24;pn_4;pp_6;lg_2;94.62;163.24;68.62;26.4963;106.5025;1/07/2019;2019;2;2019-S2;rt_11;398;409;2.69;2.3682
6080259ce3bb15a823d1a6b7;dp_2;em_23;gr_24;pn_4;pp_6;lg_2;99;170;71;26.8098;104.9408;1/08/2019;2019;2;2019-S2;rt_11;321;326;1.53;2.5768
6080259ce3bb15a823d1a6b8;dp_2;em_23;gr_24;pn_6;pp_6;lg_2;95.05;166.64;71.59;29.7822;108.8203;1/09/2019;2019;2;2019-S2;rt_11;295;303;2.64;2.5184
6080259ce3bb15a823d1a6b9;dp_2;em_23;gr_24;pn_6;pp_6;lg_2;103.28;171.13;67.85;24.7358;93.9365;1/10/2019;2019;2;2019-S2;rt_11;394;405;2.72;2.5281
6080259ce3bb15a823d1a6ba;dp_2;em_23;gr_24;pn_6;pp_6;lg_2;100.42;168.39;67.97;23.3299;89.4169;1/11/2019;2019;2;2019-S2;rt_11;662;670;1.19;2.5535
6080259ce3bb15a823d1a6bb;dp_2;em_23;gr_24;pn_6;pp_6;lg_2;84.24;158.15;73.91;28.3666;90.9516;1/12/2019;2019;2;2019-S2;rt_11;951;971;2.06;2.2649
6080259ce3bb15a823d1a6bc;dp_2;em_24;gr_25;pn_6;pp_6;lg_0;82.86;161.82;78.96;36.2319;102.7662;1/01/2019;2019;1;2019-S1;rt_11;325;332;2.11;2.5219
6080259ce3bb15a823d1a6bd;dp_2;em_24;gr_25;pn_6;pp_6;lg_0;83.77;159.74;75.97;35.3258;101.8356;1/02/2019;2019;1;2019-S1;rt_11;219;221;0.9;2.5581
6080259ce3bb15a823d1a6be;dp_2;em_24;gr_25;pn_6;pp_6;lg_0;96.77;165.9;69.13;30.5161;101.1209;1/03/2019;2019;1;2019-S1;rt_11;91;93;2.15;2.4261
6080259ce3bb15a823d1a6bf;dp_2;em_24;gr_25;pn_6;pp_6;lg_0;90.32;169;78.68;35.5931;96.9899;1/04/2019;2019;1;2019-S1;rt_11;199;204;2.45;2.6877
6080259ce3bb15a823d1a6c1;dp_2;em_24;gr_25;pn_6;pp_6;lg_0;75.66;164.82;89.16;42.4686;103.7576;1/06/2019;2019;1;2019-S1;rt_11;264;271;2.58;2.7149
6080259ce3bb15a823d1a6c2;dp_2;em_24;gr_25;pn_6;pp_6;lg_0;65.41;155;89.59;43.6806;99.558;1/07/2019;2019;2;2019-S2;rt_11;138;144;4.17;2.6903
6080259ce3bb15a823d1a6c3;dp_2;em_24;gr_25;pn_6;pp_6;lg_0;79.79;163.27;83.48;37.5875;103.5871;1/08/2019;2019;2;2019-S2;rt_11;155;160;3.12;2.7524
6080259ce3bb15a823d1a6c4;dp_2;em_25;gr_26;pn_7;pp_6;lg_0;70.2;163.6;93.4;47.5822;121.4042;1/01/2020;2020;1;2020-S1;rt_11;527;532;0.94;2.79
6080259ce3bb15a823d1a6c5;dp_2;em_25;gr_26;pn_7;pp_6;lg_0;87.6;187.5;99.9;50.4895;98.568;1/02/2020;2020;1;2020-S1;rt_11;679;690;1.59;2.654
6080259ce3bb15a823d1a6c6;dp_2;em_25;gr_26;pn_7;pp_6;lg_0;62.5;160.7;98.2;49.479;135.9265;1/03/2020;2020;1;2020-S1;rt_11;554;572;3.15;2.441
6080259ce3bb15a823d1a6c7;dp_2;em_25;gr_26;pn_7;pp_6;lg_0;82.2;181.1;98.9;49.9668;91.9107;1/04/2020;2020;1;2020-S1;rt_11;874;884;1.13;2.313
6080259ce3bb15a823d1a6cb;dp_2;em_25;gr_26;pn_7;pp_6;lg_0;64.4;164.6;100.2;50.8994;92.0767;1/07/2020;2020;2;2020-S2;rt_11;997;1007;0.99;1.977
6080259ce3bb15a823d1a6cc;dp_2;em_25;gr_26;pn_7;pp_6;lg_0;69.5;161.2;91.7;43.8984;115.9473;1/08/2020;2020;2;2020-S2;rt_11;607;630;3.65;2.374
6080259ce3bb15a823d1a6ce;dp_2;em_25;gr_26;pn_7;pp_6;lg_0;68.3;159.2;90.9;43.3812;89.1417;1/10/2020;2020;2;2020-S2;rt_11;773;791;2.28;2.195
6080259ce3bb15a823d1a6cf;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;93.3;164.3;71;30.8918;111.981;1/01/2020;2020;1;2020-S1;rt_11;118;122;3.28;2.5292
6080259ce3bb15a823d1a6d0;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;88.9;161.9;73;33.4054;112.9754;1/02/2020;2020;1;2020-S1;rt_11;65;67;2.99;2.6141
6080259ce3bb15a823d1a6d1;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;87;163;76;36.5357;112.7778;1/03/2020;2020;1;2020-S1;rt_11;27;28;3.57;2.489
6080259ce3bb15a823d1a6d2;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;95;160;65;24.92;105.708;1/04/2020;2020;1;2020-S1;rt_11;50;50;0;2.4063
6080259ce3bb15a823d1a6d3;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;99.54;176.14;76.6;29.7942;106.4204;1/05/2020;2020;1;2020-S1;rt_11;236;242;2.48;2.5179
6080259ce3bb15a823d1a6d4;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;87.7;158.7;71;34.4029;108.3089;1/06/2020;2020;1;2020-S1;rt_11;135;139;2.88;2.4916
6080259ce3bb15a823d1a6d5;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;79.21;154.39;75.18;31.8;104.114;1/07/2020;2020;2;2020-S2;rt_11;30;30;0;2.3592
6080259ce3bb15a823d1a6d6;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;91.9;163.5;71.6;28.288;111.0148;1/08/2020;2020;2;2020-S2;rt_11;122;125;2.4;2.4146
6080259ce3bb15a823d1a6d7;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;88.5;153;64.5;23.4833;104.0046;1/09/2020;2020;2;2020-S2;rt_11;173;180;3.89;2.3097
6080259ce3bb15a823d1a6d8;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;91.6;155.7;64.1;20.0459;100.757;1/10/2020;2020;2;2020-S2;rt_11;107;109;1.83;2.3228
6080259ce3bb15a823d1a6d9;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;93.7;160.7;67;21.0714;103.963;1/11/2020;2020;2;2020-S2;rt_11;54;56;3.57;2.267
6080259ce3bb15a823d1a6da;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;98.93;165.53;66.6;20.5556;98.7258;1/12/2020;2020;2;2020-S2;rt_11;155;162;4.32;2.4665
6081f2ade3bb15a8237014ee;dp_3;em_18;gr_19;pn_0;pp_3;lg_0;85.5;155.5;70;30.3797;114.129;1/02/2021;2021;1;2021-S1;rt_7;155;158;1.9;2.18
6081f2ade3bb15a8237014ef;dp_3;em_12;gr_13;pn_0;pp_3;lg_0;80;149;69;24.2972;101.3237;1/01/2021;2021;1;2021-S1;rt_7;1279;1292;1.01;2.0313
6081f2d4e3bb15a823702515;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;97.4;163;65.6;23.6042;109.25;1/01/2020;2020;1;2020-S1;rt_12;96;96;0;2.3693
6081f2d4e3bb15a823702516;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;92.5035;159.3268;66.8233;24.4588;107.2867;1/02/2020;2020;1;2020-S1;rt_12;255;255;0;2.2991
6081f2d4e3bb15a823702517;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;94.31;162.59;68.28;25.276;108.9215;1/03/2020;2020;1;2020-S1;rt_12;96;96;0;2.3412
6081f2d4e3bb15a823702518;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;95.9158;163.5624;67.6467;27.1067;109.8651;1/04/2020;2020;1;2020-S1;rt_12;224;225;0.44;2.31
6081f2d4e3bb15a823702519;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;115.8778;180.5878;64.71;22.901;113.8101;1/05/2020;2020;1;2020-S1;rt_12;191;192;0.52;2.4486
6081f2d4e3bb15a82370251a;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;116.7847;177.2414;60.4567;21.7748;116.1466;1/06/2020;2020;1;2020-S1;rt_12;320;322;0.62;2.5388
6081f2d4e3bb15a82370251b;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;102.3608;165.5758;63.215;23.317;112.3827;1/07/2020;2020;2;2020-S2;rt_12;358;358;0;2.4789
6081f2d4e3bb15a82370251c;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;93.5859;162.1609;68.575;26.6133;107.6189;1/08/2020;2020;2;2020-S2;rt_12;128;128;0;2.4487
6081f2d4e3bb15a82370251d;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;92.1599;157.4499;65.29;25.1681;106.8056;1/09/2020;2020;2;2020-S2;rt_12;233;235;0.85;2.3393
6081f2d4e3bb15a82370251e;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;97.0851;159.6117;62.5267;23.817;109.5245;1/10/2020;2020;2;2020-S2;rt_12;224;224;0;2.3835
6081f2d4e3bb15a82370251f;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;97.2041;159.1974;61.9933;23.3935;108.8342;1/11/2020;2020;2;2020-S2;rt_12;325;325;0;2.3523
6081f2d4e3bb15a823702520;dp_2;em_27;gr_28;pn_0;pp_2;lg_4;91.8531;155.7697;63.9167;25.3434;109.3817;1/12/2020;2020;2;2020-S2;rt_12;198;198;0;2.3318
60834debe3bb15a823edc7fc;dp_3;em_28;gr_29;pn_0;pp_3;lg_1;96.8;168;71.2;31.3987;124.6857;1/01/2021;2021;1;2021-S1;rt_13;154;155;0.65;2.2756
60834debe3bb15a823edc7fd;dp_3;em_28;gr_29;pn_0;pp_3;lg_4;103.1;179;75.9;30.4849;120.5045;1/02/2021;2021;1;2021-S1;rt_13;287;292;1.71;2.358
60834debe3bb15a823edc7fe;dp_3;em_28;gr_29;pn_0;pp_3;lg_1;83;158;75;34.9398;118.8992;1/03/2021;2021;1;2021-S1;rt_13;131;133;1.5;1.96
60834df4e3bb15a823edca02;dp_3;em_16;gr_17;pn_0;pp_3;lg_0;86;156;70;27.3139;107.6499;1/01/2021;2021;1;2021-S1;rt_7;1014;1048;3.24;2.2019
60834df4e3bb15a823edca03;dp_3;em_16;gr_17;pn_0;pp_3;lg_0;91;161;70;26.1492;111.1307;1/02/2021;2021;1;2021-S1;rt_7;1048;1099;4.64;2.2233
60834df4e3bb15a823edca04;dp_3;em_16;gr_17;pn_0;pp_3;lg_0;94;164;70;26.7023;109.7129;1/03/2021;2021;1;2021-S1;rt_7;944;991;4.74;2.2566
6084a66be3bb15a823520150;dp_3;em_28;gr_29;pn_0;pp_3;lg_4;97.8;166;68.2;27.2727;112.6343;1/11/2020;2020;2;2020-S2;rt_13;469;473;0.85;2.1881
6084a66be3bb15a823520152;dp_3;em_28;gr_29;pn_0;pp_3;lg_4;93;162;69;29.599;115.3439;1/12/2020;2020;2;2020-S2;rt_13;394;394;0;2.2396
60874a50e3bb15a82316f3d2;dp_2;em_26;gr_27;pn_4;pp_6;lg_3;95;167;72;25.3265;101.6674;1/02/2021;2021;1;2021-S1;rt_11;46;49;6.12;2.5672
60895ff112f9de826b22581d;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;74.4;145.8;71.4;30.52;98.53;30/12/2020;2020;2;2020-S2;rt_0;679;694;2.16;2.178
60895ff112f9de826b22581e;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;74.9;146.9;72;29.48;100.21;14/01/2021;2021;1;2021-S1;rt_0;681;712;4.35;2.14
60895ff112f9de826b225820;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;73.5;144.7;71.2;28.94;97.85;9/02/2021;2021;1;2021-S1;rt_0;627;634;1.1;2.096
60895ff112f9de826b22581f;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;74.8;146.3;71.5;30.95;96.71;28/01/2021;2021;1;2021-S1;rt_0;501;529;5.29;2.282
60895ff112f9de826b225821;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;72.2;143.6;71.4;29.93;100.52;22/02/2021;2021;1;2021-S1;rt_0;567;579;2.07;2.122
60895ff112f9de826b225822;dp_0;em_29;gr_30;pn_0;pp_0;lg_0;72.9;143.8;70.9;28.15;96.96;9/03/2021;2021;1;2021-S1;rt_0;660;667;1.05;2.106
6089ee0012f9de826b617649;dp_2;em_30;gr_31;pn_6;pp_6;lg_3;81.57;158.02;76.45;30.3973;99.9583;1/06/2020;2020;1;2020-S1;rt_14;72;73;1.37;2.4427
6089ee0012f9de826b617644;dp_2;em_30;gr_31;pn_6;pp_6;lg_3;88.42;154.42;66;23.016;106.92;1/02/2020;2020;1;2020-S1;rt_14;125;125;0;2.2311
6089ee0012f9de826b617642;dp_2;em_30;gr_31;pn_6;pp_6;lg_3;83.57;152.57;69;26.8889;99.0103;1/01/2020;2020;1;2020-S1;rt_14;97;99;2.02;2.204
6089ee0012f9de826b617646;dp_2;em_30;gr_31;pn_6;pp_6;lg_3;93.18;162.48;69.3;25.3133;99.8514;1/03/2020;2020;1;2020-S1;rt_14;148;150;1.33;2.3113
6089ee0012f9de826b617648;dp_2;em_30;gr_31;pn_6;pp_6;lg_3;79.94;161.94;82;32.2179;96.2857;1/05/2020;2020;1;2020-S1;rt_14;77;78;1.28;2.3873
6089ee0012f9de826b617647;dp_2;em_30;gr_31;pn_6;pp_6;lg_3;84.6;168.3;83.7;36.2479;102.25;1/04/2020;2020;1;2020-S1;rt_14;116;117;0.85;2.4684
6089ee3012f9de826b6187fe;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;84.3;152.6;68.3;32.8102;118.6411;1/02/2019;2019;1;2019-S1;rt_15;875;880;0.57;2.2174
6089ee3012f9de826b618800;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;90.2;154.7;64.5;29.4548;113.8076;1/03/2019;2019;1;2019-S1;rt_15;733;741;1.08;2.1872
6089ee3012f9de826b6187fb;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;92.5;162;69.5;29.7391;124.3954;1/01/2019;2019;1;2019-S1;rt_15;1042;1058;1.51;2.2813
6089ee3012f9de826b618810;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;109.1;178.6;69.5;31.795;133.3422;1/04/2020;2020;1;2020-S1;rt_15;938;951;1.37;2.4484
6089ee3012f9de826b618806;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;90.6;162;71.4;29.4251;124.5973;1/08/2019;2019;2;2019-S2;rt_15;817;821;0.49;2.1845
6089ee3012f9de826b618809;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;91.2;163.4;72.2;33.0299;122.1184;1/11/2019;2019;2;2019-S2;rt_15;1157;1171;1.2;2.2695
6089ee3012f9de826b61880f;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;99.3;171;71.7;30.5419;125.494;1/03/2020;2020;1;2020-S1;rt_15;919;930;1.18;2.3271
6089ee3012f9de826b61880e;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;94.7;168;73.3;29.9845;116.9645;1/02/2020;2020;1;2020-S1;rt_15;1014;1030;1.55;2.3749
6089ee3012f9de826b61880d;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;95.4;168.2;72.8;31.8376;119.1397;1/01/2020;2020;1;2020-S1;rt_15;895;905;1.1;2.383
6089ee3012f9de826b618801;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;96.1;161.1;65;25.1732;112.6802;1/04/2019;2019;1;2019-S1;rt_15;1032;1039;0.67;2.278
6089ee3012f9de826b618811;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;117.8;186;68.2;29.1407;127.6726;1/05/2020;2020;1;2020-S1;rt_15;1237;1301;4.92;2.4903
6089ee3012f9de826b618802;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;92;166.7;74.7;30.9902;122.745;1/05/2019;2019;1;2019-S1;rt_15;1212;1224;0.98;2.248
6089ee3012f9de826b618807;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;89.3;164.3;75;35.2406;120.8583;1/09/2019;2019;2;2019-S2;rt_15;1418;1438;1.39;2.2051
6089ee3012f9de826b618808;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;93.2;162;68.8;30.581;120.2562;1/10/2019;2019;2;2019-S2;rt_15;1011;1019;0.79;2.1611
6089ee3012f9de826b618804;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;89.6;160.9;71.3;28.976;119.6202;1/06/2019;2019;1;2019-S1;rt_15;1156;1167;0.94;2.2001
6089ee3012f9de826b618805;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;91.2;158;66.8;29.4549;113.6707;1/07/2019;2019;2;2019-S2;rt_15;747;754;0.93;2.1409
6089ee3012f9de826b61880b;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;95.9;167.4;71.5;30.8147;122.8468;1/12/2019;2019;2;2019-S2;rt_15;894;901;0.78;2.2427
6089ee3012f9de826b618815;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;93.2;168.5;75.3;35.14;113.8152;1/09/2020;2020;2;2020-S2;rt_15;1461;1471;0.68;2.2647
6089ee3012f9de826b618819;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;95.7;167.5;71.8;30.4043;115.2165;1/12/2020;2020;2;2020-S2;rt_15;1155;1165;0.86;2.3008
6089ee3012f9de826b618817;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;94;168;74;32.7607;119.1492;1/10/2020;2020;2;2020-S2;rt_15;1153;1170;1.45;2.2462
6089ee3012f9de826b618813;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;107.5;179.3;71.8;33.7707;127.5667;1/07/2020;2020;2;2020-S2;rt_15;1050;1077;2.51;2.463
6089ee3012f9de826b618812;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;107.8;179.6;71.8;28.0432;124.5778;1/06/2020;2020;1;2020-S1;rt_15;1279;1296;1.31;2.4994
6089ee3012f9de826b618814;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;97.2;174.2;77;36.9188;121.6744;1/08/2020;2020;2;2020-S2;rt_15;1425;1465;2.73;2.4184
6089ee3012f9de826b618818;dp_1;em_31;gr_32;pn_6;pp_7;lg_0;97.4;168.7;71.3;30.3804;118.3707;1/11/2020;2020;2;2020-S2;rt_15;963;978;1.53;2.2767
608b3e6eff4b808aecb39bb5;dp_3;em_32;gr_33;pn_1;pp_8;lg_0;70.4;146;75.6;34.5139;109.6981;1/01/2019;2019;1;2019-S1;rt_16;1673;1689;0.95;1.9982
608b3e6eff4b808aecb39bb6;dp_3;em_32;gr_33;pn_1;pp_8;lg_0;73;149;76;33.8513;112.3956;1/02/2019;2019;1;2019-S1;rt_16;1653;1661;0.48;2.0686
608b3e6eff4b808aecb39bb7;dp_3;em_33;gr_34;pn_6;pp_8;lg_0;82.3;153.2;70.9;29.0286;114.0496;1/01/2019;2019;1;2019-S1;rt_16;484;490;1.22;2.0754
608b3e6eff4b808aecb39bb8;dp_3;em_33;gr_34;pn_6;pp_8;lg_0;85;157;72;30.7237;117.9279;1/02/2019;2019;1;2019-S1;rt_16;555;561;1.07;2.1139
608b3e6eff4b808aecb39bba;dp_3;em_33;gr_34;pn_6;pp_8;lg_0;82.2;152;69.8;29.0799;114.0551;1/03/2019;2019;1;2019-S1;rt_16;617;626;1.44;2.0875
608b3e6eff4b808aecb39bbb;dp_3;em_33;gr_34;pn_7;pp_8;lg_0;81.7;151;69.3;30.8765;112.5629;1/04/2019;2019;1;2019-S1;rt_16;572;583;1.89;2.1102
